datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2019/09/29 04:33:07,GOES-16,Brasil,SAO PAULO,ITAPUI,Mata Atlantica,3,0,1,-22.24,-48.75,
2019/09/29 04:33:07,GOES-16,Brasil,SAO PAULO,ITAPUI,Mata Atlantica,3,0,1,-22.26,-48.74,
2019/09/29 21:03:01,GOES-16,Brasil,SAO PAULO,PARANAPANEMA,Cerrado,3,0,1,-23.41,-48.74,
2019/09/29 21:13:00,GOES-16,Brasil,SAO PAULO,PARANAPANEMA,Cerrado,3,0,1,-23.41,-48.74,
2019/09/29 22:03:01,GOES-16,Brasil,SAO PAULO,PARANAPANEMA,Cerrado,3,0,1,-23.41,-48.74,
2019/09/29 22:13:02,GOES-16,Brasil,SAO PAULO,PARANAPANEMA,Cerrado,3,0,1,-23.41,-48.74,
2019/09/29 22:33:15,GOES-16,Brasil,SAO PAULO,LOURDES,Mata Atlantica,3,0,1,-20.96,-50.28,
2019/09/29 23:33:11,GOES-16,Brasil,SAO PAULO,FLORIDA PAULISTA,Mata Atlantica,3,0,1,-21.53,-51.17,
2019/09/30 23:03:15,GOES-16,Brasil,SAO PAULO,NEVES PAULISTA,Mata Atlantica,4,0,1,-20.85,-49.66,
2019/09/30 23:03:15,GOES-16,Brasil,SAO PAULO,NEVES PAULISTA,Mata Atlantica,4,0,1,-20.87,-49.66,
2019/09/30 23:03:15,GOES-16,Brasil,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Cerrado,4,0,1,-20.99,-47.18,
2019/10/01 00:03:04,GOES-16,Brasil,SAO PAULO,PORTO FELIZ,Mata Atlantica,5,0,0.49,-23.13,-47.6,
2019/10/01 02:03:02,GOES-16,Brasil,SAO PAULO,CERQUEIRA CESAR,Cerrado,5,0,1,-23.08,-49.19,
2019/09/30 01:13:12,GOES-16,Brasil,SAO PAULO,FLORIDA PAULISTA,Mata Atlantica,4,0,1,-21.55,-51.23,
2019/09/30 01:13:12,GOES-16,Brasil,SAO PAULO,FLORIDA PAULISTA,Mata Atlantica,4,0,1,-21.55,-51.21,
2019/09/30 21:43:17,GOES-16,Brasil,SAO PAULO,MIRASSOLANDIA,Cerrado,4,0,1,-20.53,-49.51,
2019/09/30 22:03:06,GOES-16,Brasil,SAO PAULO,ESTRELA DO NORTE,Mata Atlantica,5,0,1,-22.43,-51.61,
2019/09/30 21:33:13,GOES-16,Brasil,SAO PAULO,TAMBAU,Mata Atlantica,4,0,0.98,-21.5,-47.24,
2019/09/30 22:13:04,GOES-16,Brasil,SAO PAULO,BOTUCATU,Cerrado,4,0,1,-22.95,-48.45,
2019/10/01 23:53:16,GOES-16,Brasil,SAO PAULO,LOURDES,Mata Atlantica,5,0,1,-20.96,-50.25,
2019/10/01 22:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 22:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 21:32:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 21:42:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 21:42:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 22:02:55,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 22:02:55,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 22:02:55,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 22:32:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 22:32:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 22:32:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.21,-49.16,
2019/10/01 22:32:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 22:42:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 22:42:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.21,-49.16,
2019/10/01 22:42:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 22:42:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 23:02:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 23:02:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.21,-49.16,
2019/10/01 23:02:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 23:02:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 23:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 23:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 23:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.21,-49.16,
2019/10/01 23:12:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 23:32:55,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.14,
2019/10/01 23:32:55,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/01 23:33:06,GOES-16,Brasil,SAO PAULO,BOTUCATU,Cerrado,5,0,1,-22.73,-48.39,
2019/10/02 00:02:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.17,
2019/10/02 00:02:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.14,
2019/10/02 00:12:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.22,-49.14,
2019/10/02 00:12:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.14,
2019/10/02 00:12:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.17,
2019/10/02 00:32:57,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.14,
2019/10/02 00:42:56,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,0,0,0,-24.19,-49.14,
2019/10/02 00:43:06,GOES-16,Brasil,SAO PAULO,BOTUCATU,Cerrado,0,0,0,-22.73,-48.39,
2019/10/02 02:33:03,GOES-16,Brasil,SAO PAULO,IPAUSSU,Mata Atlantica,0,0,0,-23.02,-49.63,
2019/10/01 23:52:58,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.22,-49.14,
2019/10/01 23:52:58,GOES-16,Brasil,SAO PAULO,ITARARE,Cerrado,6,0,1,-24.19,-49.17,
2019/10/02 03:03:04,GOES-16,Brasil,SAO PAULO,IPAUSSU,Mata Atlantica,0,0,0,-23.02,-49.63,
2019/10/02 04:33:04,GOES-16,Brasil,SAO PAULO,BOTUCATU,Cerrado,0,0,0,-22.73,-48.39,
2019/10/02 04:43:11,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,0,0,0,-21.73,-48.52,
2019/10/02 04:43:05,GOES-16,Brasil,SAO PAULO,BOTUCATU,Cerrado,0,0,0,-22.73,-48.39,
2019/10/03 19:33:07,GOES-16,Brasil,SAO PAULO,GALIA,Mata Atlantica,8,0,1,-22.3,-49.59,
2019/10/03 20:03:08,GOES-16,Brasil,SAO PAULO,MINEIROS DO TIETE,Cerrado,7,0,1,-22.41,-48.47,
2019/10/03 04:03:11,GOES-16,Brasil,SAO PAULO,ARARAQUARA,Cerrado,7,0,1,-21.86,-48.09,
2019/10/03 04:03:11,GOES-16,Brasil,SAO PAULO,ARARAQUARA,Cerrado,7,0,1,-21.86,-48.11,
2019/10/03 04:03:11,GOES-16,Brasil,SAO PAULO,ARARAQUARA,Cerrado,7,0,1,-21.84,-48.12,
2019/10/03 20:33:16,GOES-16,Brasil,SAO PAULO,PONTAL,Cerrado,7,0,1,-20.96,-48,
2019/10/03 20:33:16,GOES-16,Brasil,SAO PAULO,JARDINOPOLIS,Cerrado,7,0,1,-20.98,-48,
2019/10/03 23:03:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.38,
2019/10/03 23:03:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,0.61,-20.25,-47.38,
2019/10/03 23:13:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,0.65,-20.28,-47.49,
2019/10/03 23:13:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.28,-47.46,
2019/10/03 23:33:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.28,-47.46,
2019/10/03 23:33:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,0.65,-20.28,-47.49,
2019/10/04 00:03:12,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.58,-48.55,
2019/10/04 00:03:12,GOES-16,Brasil,SAO PAULO,ITAPOLIS,Cerrado,8,0,1,-21.58,-48.58,
2019/10/04 00:13:13,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.56,-48.58,
2019/10/04 00:13:18,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 00:13:16,GOES-16,Brasil,SAO PAULO,PONTAL,Cerrado,8,0,1,-21,-48.02,
2019/10/04 00:33:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 00:43:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 00:43:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.56,-48.56,
2019/10/04 00:43:11,GOES-16,Brasil,SAO PAULO,ITAPOLIS,Cerrado,8,0,1,-21.58,-48.58,
2019/10/04 00:43:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.58,-48.55,
2019/10/04 00:43:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 01:03:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 01:13:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 01:13:12,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.56,-48.58,
2019/10/04 01:13:20,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 01:33:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.47,
2019/10/04 01:33:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.45,
2019/10/04 01:33:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.47,
2019/10/04 01:33:20,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 01:43:18,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 02:03:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/04 02:13:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,8,0,1,-20.28,-47.51,
2019/10/03 00:03:20,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.45,
2019/10/03 00:13:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.45,
2019/10/03 00:33:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.45,
2019/10/03 00:43:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.45,
2019/10/03 01:03:19,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.22,-47.45,
2019/10/03 20:03:08,GOES-16,Brasil,SAO PAULO,GALIA,Mata Atlantica,8,0,1,-22.3,-49.59,
2019/10/03 20:03:21,GOES-16,Brasil,SAO PAULO,PALESTINA,Cerrado,7,0,1,-20.26,-49.63,
2019/10/03 20:33:06,GOES-16,Brasil,SAO PAULO,PARAGUACU PAULISTA,Cerrado,8,0.33,1,-22.48,-50.49,
2019/10/03 21:43:19,GOES-16,Brasil,SAO PAULO,ALTAIR,Cerrado,7,0,1,-20.52,-49.17,
2019/10/03 21:43:17,GOES-16,Brasil,SAO PAULO,ALTAIR,Cerrado,7,0,1,-20.54,-49.18,
2019/10/03 21:43:17,GOES-16,Brasil,SAO PAULO,ALTAIR,Cerrado,7,0,1,-20.54,-49.16,
2019/10/03 22:03:11,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,7,0,1,-21.73,-48.52,
2019/10/03 22:03:06,GOES-16,Brasil,SAO PAULO,BARRA BONITA,Mata Atlantica,7,0,1,-22.45,-48.55,
2019/10/03 22:13:07,GOES-16,Brasil,SAO PAULO,BARRA BONITA,Mata Atlantica,7,0,1,-22.45,-48.55,
2019/10/03 22:13:10,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,7,0,1,-21.73,-48.52,
2019/10/03 22:33:12,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,7,0,1,-21.73,-48.52,
2019/10/03 00:13:11,GOES-16,Brasil,SAO PAULO,TABATINGA,Cerrado,7,0,1,-21.66,-48.61,
2019/10/03 00:13:03,GOES-16,Brasil,SAO PAULO,CERQUEIRA CESAR,Cerrado,6,1.44,1,-23.08,-49.22,
2019/10/03 00:33:10,GOES-16,Brasil,SAO PAULO,TABATINGA,Cerrado,7,0,1,-21.66,-48.61,
2019/10/03 00:33:02,GOES-16,Brasil,SAO PAULO,MANDURI,Cerrado,6,1.44,1,-23.08,-49.24,
2019/10/03 00:33:02,GOES-16,Brasil,SAO PAULO,CERQUEIRA CESAR,Cerrado,6,1.44,1,-23.08,-49.22,
2019/10/03 00:43:03,GOES-16,Brasil,SAO PAULO,MANDURI,Cerrado,6,1.44,1,-23.08,-49.24,
2019/10/03 23:53:19,GOES-16,Brasil,SAO PAULO,PARISI,Mata Atlantica,7,0.22,1,-20.27,-50.04,
2019/10/03 23:53:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,7,0,1,-21.56,-48.58,
2019/10/03 23:53:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,7,0,1,-21.56,-48.56,
2019/10/03 23:53:11,GOES-16,Brasil,SAO PAULO,ITAPOLIS,Cerrado,7,0,1,-21.58,-48.58,
2019/10/03 20:03:08,GOES-16,Brasil,SAO PAULO,MINEIROS DO TIETE,Cerrado,7,0,1,-22.41,-48.45,
2019/10/03 21:13:03,GOES-16,Brasil,SAO PAULO,CAPIVARI,Mata Atlantica,7,0,1,-23.09,-47.49,
2019/10/03 21:13:03,GOES-16,Brasil,SAO PAULO,RAFARD,Mata Atlantica,7,0,1,-23.09,-47.52,
2019/10/03 23:03:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,0.65,-20.28,-47.49,
2019/10/03 23:03:21,GOES-16,Brasil,SAO PAULO,PEDREGULHO,Cerrado,7,0,1,-20.28,-47.46,
2019/10/02 20:33:14,GOES-16,Brasil,SAO PAULO,JABOTICABAL,Cerrado,0,0,0,-21.32,-48.36,
2019/10/02 20:33:14,GOES-16,Brasil,SAO PAULO,TAQUARITINGA,Cerrado,0,0,0,-21.34,-48.38,
2019/10/02 20:33:14,GOES-16,Brasil,SAO PAULO,TAQUARITINGA,Cerrado,0,0,0,-21.34,-48.36,
2019/10/02 20:33:11,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.7,-50.12,
2019/10/02 20:33:11,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.7,-50.09,
2019/10/02 20:33:11,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.72,-50.11,
2019/10/02 21:03:12,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.72,-50.11,
2019/10/02 21:03:15,GOES-16,Brasil,SAO PAULO,TAIUVA,Cerrado,0,0,0,-21.15,-48.47,
2019/10/02 21:13:11,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.72,-50.11,
2019/10/02 21:33:10,GOES-16,Brasil,SAO PAULO,GETULINA,Mata Atlantica,0,0,0,-21.72,-50.11,
2019/10/02 21:43:14,GOES-16,Brasil,SAO PAULO,TAIACU,Mata Atlantica,0,0,0,-21.09,-48.51,
2019/10/02 22:03:03,GOES-16,Brasil,SAO PAULO,BERNARDINO DE CAMPOS,Mata Atlantica,0,0,0,-23.05,-49.48,
2019/06/06 19:03:06,GOES-16,Brasil,SAO PAULO,SANDOVALINA,Mata Atlantica,3,0,1,-22.5,-51.8,
2019/10/04 20:03:15,GOES-16,Brasil,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Cerrado,8,0,1,-20.97,-47.18,
2019/10/04 20:03:15,GOES-16,Brasil,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Cerrado,8,0,1,-20.99,-47.18,
2019/10/04 21:33:15,GOES-16,Brasil,SAO PAULO,BEBEDOURO,Cerrado,8,0,1,-20.97,-48.44,
2019/10/04 21:43:17,GOES-16,Brasil,SAO PAULO,BEBEDOURO,Cerrado,8,0,1,-20.97,-48.44,
2019/10/04 21:43:09,GOES-16,Brasil,SAO PAULO,MOGI GUACU,Cerrado,8,0,1,-22.21,-47.06,
2019/10/04 21:43:11,GOES-16,Brasil,SAO PAULO,SANTA RITA DO PASSA QUATRO,Mata Atlantica,8,0,1,-21.78,-47.48,
2019/10/04 21:43:11,GOES-16,Brasil,SAO PAULO,SANTA RITA DO PASSA QUATRO,Mata Atlantica,8,0,1,-21.76,-47.48,
2019/10/04 22:03:11,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/04 22:03:03,GOES-16,Brasil,SAO PAULO,PORTO FELIZ,Mata Atlantica,9,0,0.55,-23.23,-47.6,
2019/10/04 22:03:11,GOES-16,Brasil,SAO PAULO,SANTA RITA DO PASSA QUATRO,Mata Atlantica,8,0,1,-21.78,-47.48,
2019/10/04 22:03:11,GOES-16,Brasil,SAO PAULO,SANTA RITA DO PASSA QUATRO,Mata Atlantica,8,0,1,-21.76,-47.48,
2019/10/04 22:03:16,GOES-16,Brasil,SAO PAULO,BEBEDOURO,Cerrado,8,0,1,-20.97,-48.44,
2019/10/04 22:13:10,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/04 22:13:15,GOES-16,Brasil,SAO PAULO,BEBEDOURO,Cerrado,8,0,1,-20.97,-48.44,
2019/10/04 22:43:11,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/04 23:03:10,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/04 23:03:10,GOES-16,Brasil,SAO PAULO,TABATINGA,Cerrado,8,0,1,-21.64,-48.61,
2019/10/05 00:13:13,GOES-16,Brasil,SAO PAULO,ITAJOBI,Cerrado,9,0,1,-21.44,-49.05,
2019/10/05 00:13:13,GOES-16,Brasil,SAO PAULO,NOVO HORIZONTE,Cerrado,9,0,1,-21.44,-49.07,
2019/10/05 00:33:13,GOES-16,Brasil,SAO PAULO,ITAJOBI,Cerrado,9,0,1,-21.44,-49.05,
2019/10/05 01:43:18,GOES-16,Brasil,SAO PAULO,ALVARES FLORENCE,Cerrado,2,0,1,-20.28,-49.9,
2019/10/05 01:43:18,GOES-16,Brasil,SAO PAULO,ALVARES FLORENCE,Cerrado,2,0,1,-20.28,-49.92,
2019/10/04 23:53:13,GOES-16,Brasil,SAO PAULO,ITAJOBI,Cerrado,8,0,1,-21.44,-49.05,
2019/10/04 00:13:13,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.56,-48.56,
2019/10/04 00:13:11,GOES-16,Brasil,SAO PAULO,ITAPOLIS,Cerrado,8,0,1,-21.58,-48.58,
2019/10/04 00:13:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.58,-48.55,
2019/10/04 00:33:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 01:03:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.47,
2019/10/04 01:03:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.45,
2019/10/04 01:03:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.47,
2019/10/04 01:03:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 01:13:12,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.56,-48.56,
2019/10/04 01:13:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.45,
2019/10/04 01:33:20,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 01:43:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.47,
2019/10/04 01:43:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.45,
2019/10/04 01:43:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.47,
2019/10/04 01:43:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 01:43:11,GOES-16,Brasil,SAO PAULO,MATAO,Cerrado,8,0,1,-21.58,-48.55,
2019/10/04 02:03:21,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 02:13:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.45,
2019/10/04 02:13:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.05,-49.47,
2019/10/04 02:13:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.47,
2019/10/04 02:13:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 02:33:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.44,
2019/10/04 02:33:22,GOES-16,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,8,0,1,-20.07,-49.47,
2019/10/04 20:03:18,GOES-16,Brasil,SAO PAULO,COSMORAMA,Cerrado,8,0,1,-20.52,-49.8,
2019/10/04 06:33:08,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,9,0,1,-22.41,-52.11,
2019/10/04 06:33:05,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,0,0,1,-22.43,-52.08,
2019/10/04 06:33:05,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,9,0,1,-22.43,-52.1,
2019/10/04 06:33:08,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,0,0,1,-22.41,-52.09,
2019/10/04 06:53:07,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,9,0,1,-22.41,-52.11,
2019/10/04 06:53:07,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,0,0,1,-22.41,-52.09,
2019/10/04 06:53:07,GOES-16,Brasil,SAO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlantica,9,0,1,-22.43,-52.1,
2019/10/04 22:33:12,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/04 23:13:09,GOES-16,Brasil,SAO PAULO,PARAPUA,Mata Atlantica,0,0,1,-21.91,-50.87,
2019/10/04 23:33:11,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,8,0,1,-21.73,-48.52,
2019/10/05 00:03:12,GOES-16,Brasil,SAO PAULO,NOVO HORIZONTE,Cerrado,9,0,1,-21.44,-49.07,
2019/10/05 00:03:12,GOES-16,Brasil,SAO PAULO,ITAJOBI,Cerrado,9,0,1,-21.44,-49.05,
2019/10/05 00:03:12,GOES-16,Brasil,SAO PAULO,NOVA EUROPA,Cerrado,9,0,1,-21.73,-48.52,
2019/10/09 23:03:10,GOES-16,Brasil,SAO PAULO,LINS,Mata Atlantica,11,6.1,1,-21.77,-49.8,
2019/10/09 23:23:10,GOES-16,Brasil,SAO PAULO,LINS,Mata Atlantica,11,6.1,1,-21.77,-49.8,
2019/10/09 23:23:10,GOES-16,Brasil,SAO PAULO,LINS,Mata Atlantica,12,7.12,1,-21.77,-49.78,
2019/10/09 23:33:11,GOES-16,Brasil,SAO PAULO,LINS,Mata Atlantica,12,7.12,1,-21.77,-49.78,
2019/10/09 23:33:11,GOES-16,Brasil,SAO PAULO,LINS,Mata Atlantica,11,6.1,1,-21.77,-49.8,
2019/10/10 19:53:14,GOES-16,Brasil,SAO PAULO,LAVINIA,Mata Atlantica,0,0.06,1,-21.11,-50.94,
2019/10/10 20:03:15,GOES-16,Brasil,SAO PAULO,LAVINIA,Mata Atlantica,0,0.06,1,-21.11,-50.97,
2019/10/10 19:33:07,GOES-16,Brasil,SAO PAULO,SANDOVALINA,Mata Atlantica,0,0.24,1,-22.38,-51.73,
2019/10/10 22:33:09,GOES-16,Brasil,SAO PAULO,SAGRES,Mata Atlantica,4,1.22,1,-21.91,-50.98,
2019/10/10 21:53:05,GOES-16,Brasil,SAO PAULO,LARANJAL PAULISTA,Mata Atlantica,0,0.94,0.85,-22.91,-47.9,
2019/10/11 00:03:15,GOES-16,Brasil,SAO PAULO,CATANDUVA,Mata Atlantica,3,0,1,-21.04,-48.84,
2019/10/11 00:03:15,GOES-16,Brasil,SAO PAULO,CATANDUVA,Mata Atlantica,3,0,1,-21.04,-48.87,
